Any / Año;Codi_província / Código_provincia;Província / Provincia;Codi_municipi / Código_municipio;Municipi / Municipio;Registre / Registro;Centre / Centro;Codi_tipus_centre / Código_tipo_centro;Tipus_centre / Tipo_centro;Codi_dependència_funcional / Código_dependéncia_funcional;Dependència_funcional / Dependencia_funcional;Codi_règim / Código_régimen;Règim /Régimen;Adreça / Dirección
2021;12;CASTELLÓN;270;BENICARLO;9307;UNIDAD DE ODONTOLOGÍA PREVENTIVA DE BENICARLÓ;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE DELS BOTERS 15
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;9308;CLÍNICA DEL PIE LAURA CÁRDENAS;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ORION 20 LOCAL 5
2021;3 ;ALICANTE;900;ALCOY/ALCOI;9309;ALCOY CENTRO DE ORTODONCIA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE SANT LLORENÇ 17 2º IZDA.
2021;3 ;ALICANTE;650;ELCHE/ELX;9310;SERVICIOS SANITARIOS DOMUSVI ELCHE CARRÚS;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE PRESIDENTE LAZARO CARDENAS (DEL)  2
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;10053;UNIDAD DE SALUD MENTAL INFANTIL DE SAN VICENTE DEL RASPEIG;C.2.5.11;CENTROS DE SALUD MENTAL;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ALICANTE 78
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10054;UNIDAD DE SALUD MENTAL DE ALICANTE LOS ÁNGELES;C.2.5.11;CENTROS DE SALUD MENTAL;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE LINARES 9
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10055;UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA CAMPOAMOR;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA AMERICA  4
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10056;UNIDAD DE CONDUCTAS ADICTIVAS DE ALICANTE - CAMPOAMOR;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA AMERICA 4
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;10057;UNIDAD DE ALCOHOLOGÍA DE SAN VICENTE DEL RASPEIG;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE CANASTEL-A  16
2021;3 ;ALICANTE;190;ASPE;10058;UNIDAD DE ODONTOLOGÍA PREVENTIVA DE ASPE;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;AVDA JUAN CARLOS I S/N
2021;3 ;ALICANTE;990;ORIHUELA;10059;CONSULTORIO AUXILIAR DE ORIHUELA - BARBARROJA;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ELCHE  S/N
2021;3 ;ALICANTE;990;ORIHUELA;10060;CENTRO DE SALUD DE ORIHUELA COSTA;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE DEL MAR-VILLACOSTA I  1
2021;12;CASTELLÓN;135;VILA-REAL;10061;CLÍNICA PODOLÓGICA SILVIA DÍEZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA FRANCESC TARREGA  43 1º - 1ª
2021;3 ;ALICANTE;133;TORREVIEJA;10062;CONSULTORIO DE TORREVIEJA CENTRO;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE PATRICIO PEREZ  36
2021;46;VALENCIA;145;XATIVA;10063;CENTRO ÓPTICO ALBERTO;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;AVDA BAIXADA L'ESTACIO  15 BAJO
2021;3 ;ALICANTE;760;GUARDAMAR DEL SEGURA;10064;CENTRO SANITARIO INTEGRADO DE GUARDAMAR DEL SEGURA;C.2.4.1;CENTROS SANITARIOS INTEGRADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE MOLIVENT  1
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10065;CONSULTORIO AUXILIAR DE TEMPORADA DE ALICANTE URBANOVA;C.2.3.2.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAYA SALADARES S/N
2021;3 ;ALICANTE;200;AGOST;10066;UNIDAD DE ODONTOLOGÍA PREVENTIVA AGOST;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;AVDA ALCOY  11
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10067;UNIDAD DE ODONTOLOGÍA PREVENTIVA FLORIDA-BABEL;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE FERNANDO MADROÑAL 7
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10068;UNIDAD DE ODONTOLOGÍA PREVENTIVA DE CAMPOAMOR;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA AMERICA  4
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10069;UNIDAD DE ODONTOLOGÍA PREVENTIVA CIUDAD JARDÍN;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE CLOT  S/N
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10070;UNIDAD DE ODONTOLOGÍA PREVENTIVA PARQUE DE LO MORANT;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE MAESTRO ALONSO 109
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;10071;UNIDAD DE ODONTOLOGÍA PREVENTIVA DE SAN VICENTE DEL RASPEIG;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE CANASTEL-A 16
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;10072;UNIDAD DE ODONTOLOGÍA PREVENTIVA DE SAN VICENTE DEL RASPEIG II;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ALICANTE 78
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10073;UNIDAD DE ODONTOLOGÍA PREVENTIVA LOS ANGELES;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE LINARES 9
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10074;UNIDAD DE ODONTOLOGÍA PREVENTIVA SAN BLAS;C.2.5.1;CLÍNICAS DENTALES;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE MAESTRO LATORRE  9
2021;3 ;ALICANTE;590;CREVILLENT;10075;UNIDAD DE SALUD SEXUAL Y REPRODUCTIVA DE CREVILLENT;C.2.5.90;OTROS CENTROS ESPECIALIZADOS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;TRVA VEREDA FOTJES  S/N
2021;3 ;ALICANTE;111;REDOVAN;10076;CONSULTORIO AUXILIAR DE REDOVAN BARRIO SAN CARLOS;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE COLEGIO (EL)  3
2021;3 ;ALICANTE;990;ORIHUELA;10077;CENTRO DE SALUD DE ORIHUELA I;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA SALUD (LA)  S/N
2021;3 ;ALICANTE;150;ALMORADI;10079;CENTRO DE SALUD DE ALMORADÍ;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE MAYOR  110
2021;3 ;ALICANTE;640;DOLORES;10080;CENTRO DE SALUD DE DOLORES;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE VEINTIDOS DE DICIEMBRE  3
2021;3 ;ALICANTE;650;ELCHE/ELX;10081;CENTRO DE SALUD DE ELCHE PLA VINALOPÓ;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE TONICO SANSANO MORA 14
2021;3 ;ALICANTE;111;REDOVAN;10082;CONSULTORIO AUXILIAR DE REDOVAN;C.2.3.2;CONSULTORIOS DE ATENCIÓN PRIMARIA;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE ESCUELAS (LAS)  2
2021;3 ;ALICANTE;590;CREVILLENT;10083;UNIDAD DE SALUD MENTAL DE CREVILLENT;C.2.5.11;CENTROS DE SALUD MENTAL;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;TRVA VEREDA FOTJES  S/N
2021;3 ;ALICANTE;133;TORREVIEJA;10084;CENTRO DE SALUD DE TORREVIEJA LA MATA;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;AVDA HOLANDA 51
2021;12;CASTELLÓN;121;TRAIGUERA;10635;UNIDAD DE SALUD MENTAL DE TRAIGUERA;C.2.5.11;CENTROS DE SALUD MENTAL;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;PLAZA CONSTITUCION  24
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;10636;REHABILITACIÓN Y FISIOTERAPIA CASTELLÓN;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE DOCTOR FLEMING  3 BAJO
2021;12;CASTELLÓN;138;VINAROS;10637;UNIDAD DE SALUD MENTAL VINARÒS;C.2.5.11;CENTROS DE SALUD MENTAL;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;AVDA GIL DE ATROCILLO  S/N
2021;46;VALENCIA;130;ALBORAYA;10639;CLÍNICA PABLO ESCRIBÁ;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE IGUALTAT (DE LA) 28 BAJO
2021;46;VALENCIA;250;VALÈNCIA;10640;CLÍNICA DENTAL DR. ANTONIO PÉREZ POVEDA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE EMILIO BARO 82 ESC 1-3ª
2021;3 ;ALICANTE;630;DENIA;10641;CLÍNICA PODOLÓGICA ESTÉVEZ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MAR (LA)  10 BAJO
2021;46;VALENCIA;111;CHIVA;10642;CENTRO DE RECONOCIMIENTO MÉDICO Y PSICOLÓGICO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE BUÑOL 2  BAJO 1-E
2021;46;VALENCIA;950;CAUDETE DE LAS FUENTES;10643;CENTRO DE SALUD DE CAUDETE DE LAS FUENTES;C.2.3.1;CENTROS DE SALUD;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE VIÑAS 12
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;10644;L'ÒPTICA UNIVERSITARIA;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;CALLE VICENTE SAVALL PASCUAL  16
2021;46;VALENCIA;250;VALÈNCIA;10646;GAES AMPLIFÓN IBÉRICA;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;AVDA PRIMADO REIG  5
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10647;ÓPTICA INNOVA;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE DEPORTISTA KIKO SANCHEZ  4 LOCAL 6
2021;46;VALENCIA;249;UTIEL;10648;ÓPTICA YUSTE;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE TRAICION  2
2021;46;VALENCIA;250;VALÈNCIA;10649;OPTICAL CENTER;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE SANGRE  9
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;10650;ORTOPEDIA FAMOSAN;E.4;ORTOPEDIAS;20;PRIVADOS;PRI;PRIVADO;CALLE CRONISTA REVEST  14
2021;3 ;ALICANTE;490;CALLOSA DE SEGURA;10651;CRISTAL ÓPTICA;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;AVDA CONSTITUCION  31
2021;46;VALENCIA;250;VALÈNCIA;10652;GAES-INSTITUTO VALENCIANO DE LA SORDERA;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;AVDA MEDICO VICENTE TORRENT  15 BAJO
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10653;AUDIOPRÓTESIS EN ÓPTICA PINOSO;E.5;ESTABLECIMIENTOS DE AUDIOPRÓTESIS;20;PRIVADOS;PRI;PRIVADO;CALLE PINOSO  9 BAJO
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;10654;DE PREVENCIÓN DE RIESGOS LABORALES DE LA SOCIEDAD ESTATAL DE CORREOS Y TELEGRAFOS S.A EN ALICANTE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;8;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;PUB;PÚBLICO;PLAZA GABRIEL MIRO  7
2021;46;VALENCIA;145;XATIVA;10655;CENTRO DE CONDUCTORES NUESTRA SRA. DE LA SEO;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;AVDA RIBERA DE LA  S/N
2021;3 ;ALICANTE;590;CREVILLENT;10656;CONSULTA DE PEDIATRÍA DR. LLOPIS;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE SANT VICENT FERRER  10 2º A
2021;46;VALENCIA;600;ALBAIDA;10657;CLÍNICA ALBAIDA, S.L.;C.2.4;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE POSIT (DEL) 14 BAJO
2021;46;VALENCIA;210;ALDAIA;10658;CONSULTA DE FISIOTERAPIA FISIOCENTER VALENCIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA CONCORDIA  7 B-LOCAL 9
2021;46;VALENCIA;250;VALÈNCIA;10659;PSICOMEVIAL;C.2.5.10;CENTROS DE RECONOCIMIENTO;20;PRIVADOS;PRI;PRIVADO;CALLE ALBORAYA  7 BAJO
2021;3 ;ALICANTE;630;DENIA;10660;EQUIPO SANITARIO MÓVIL DE PRL DE CUALTIS, S.L.U., MARCA IVECO DAILY UNIJET HPI, MATRÍCULA 4380CVG;C.2.5.7;CENTROS MÓVILES DE ASISTENCIA SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE PINTOR LLORENS  13
2021;46;VALENCIA;850;CARLET;10661;CLÍNICA LAHERADENTAL;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA BOLERO DE CARLET, (DEL)  1 2
2021;46;VALENCIA;250;VALÈNCIA;10662;CLÍNICAS SOLER;C.2.4;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE AZAGADOR DE LAS MONJAS  3 BAJO
2021;46;VALENCIA;250;VALÈNCIA;10664;ESCARTÍ;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;AVDA PERIS Y VALERO  179 BJ 3 DRCHA
2021;46;VALENCIA;111;CHIVA;10665;CENTRO MÉDICO;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE ANTONIO MACHADO  20 BAJO
2021;46;VALENCIA;250;VALÈNCIA;10666;CONSULTA MÉDICA DEL DR. RAMÓN LLUCH;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA OEST 31 4ª
2021;3 ;ALICANTE;310;BENIDORM;10667;MAR MADRID ÓPTICO;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE TOMAS ORTUÑO 70 L-2
2021;46;VALENCIA;250;VALÈNCIA;10668;CLÍNICA AGUILAR;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE RAFAEL REYES I TORRENT (PINTOR) 3
2021;46;VALENCIA;145;XATIVA;10669;ÓPTICA CENTRAL;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE VICENTE BOIX  11
2021;12;CASTELLÓN;130;VILLAHERMOSA DEL RIO;10670;RESIDENCIA MUNICIPAL SAN ANTONIO ABAD DE VIILLAHERMOSA DEL RIO;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CMNO SAN ANTONIO  S/N
2021;46;VALENCIA;250;VALÈNCIA;10671;CLÍNICA ROYO;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;PLAZA VICENTE ALCOBER COLOMA (PROFESSOR) 1 B DCHA
2021;46;VALENCIA;131;GANDIA;10672;CONSULTORIO ODONTOLÓGICO (VITALDENT);C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;PRAJE GERMANIES (DE LES) 45
2021;12;CASTELLÓN;138;VINAROS;10673;ODONTOESPAI;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE ARCIPRESTE BONO  3 BAJO
2021;46;VALENCIA;250;VALÈNCIA;10674;ALAIN AFFELELOU CENTRO COMERCIAL  ARENA;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE SANTA GENOVEVA TORRES 21 LOCAL-S24 C.C. ARENA
2021;46;VALENCIA;830;CARCAIXENT;10675;CLÍNICA DENTAL DRA. ESTHER TOMÁS;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE ECHEGARAY, D'  6 BAJO
2021;46;VALENCIA;250;VALÈNCIA;10676;SOLOPTICAL ARENA;E.3;ÓPTICAS;20;PRIVADOS;PRI;PRIVADO;CALLE SANTA GENOVEVA TORRES  21 L 0- 24
2021;46;VALENCIA;250;VALÈNCIA;10680;CLÍNICA DENTAL PONCE GARCÍA;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE POBLA DE FARNALS 13 BAJO-DCHA.
2021;46;VALENCIA;169;MISLATA;8453;TEMPS - FISIOTERAPIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE ANDALUCIA 5 BAJO
2021;46;VALENCIA;203;POBLA LLARGA (LA);8455;CLÍNICA DE FISIOTERAPIA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE 9 D'OCTUBRE 19
2021;3 ;ALICANTE;122;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;8456;LABORATORIO DE ANÁLISIS CLÍNICOS CAROLINA LILLO MONTOYO;C.2.5.6;CENTROS DE DIAGNÓSTICO;20;PRIVADOS;PRI;PRIVADO;AVDA LIBERTAD (LA) 22 ENTLO. DCH
2021;3 ;ALICANTE;650;ELCHE/ELX;8457;FISIOTERAPIA Y FISIOESTÉTICA CORPORE SANO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE MIGUEL DE UNAMUNO  13 BAJO
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;8458;C.M. ESTACIÓN - FISIOASISTENCIA ALICANTE;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;AVDA SALAMANCA  8 ENTLO A-B
2021;3 ;ALICANTE;990;ORIHUELA;8459;C.R.C. Y C.M. VEGA BAJA Y CLÍNICA VIRGEN DEL PILAR;C.2.4;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;CALLE ANTONIO SEQUEROS  6
2021;3 ;ALICANTE;119;SANT JOAN D'ALACANT;8461;VITALDENT;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA RAMBLA (LA) 58 BAJO
2021;3 ;ALICANTE;133;TORREVIEJA;8462;CARREDENT BRITISH DENTAL PRACTICE;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;URB JARDIN DEL MAR 21
2021;3 ;ALICANTE;140;ALICANTE/ALACANT;8464;CENTRO DE PSICOLOGÍA DHARMA;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA PINTOR XAVIER SOLER 5 L
2021;46;VALENCIA;216;ROCAFORT;8465;SOFTIME LÁSER, S.L.;C.2.1;CONSULTAS MÉDICAS;20;PRIVADOS;PRI;PRIVADO;CALLE FRANCISCO CARBONELL 23 BAJO
2021;46;VALENCIA;250;VALÈNCIA;8466;CLÍNICA DENTAL MIREYA CREMADES;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE MATIAS PERELLO  36 BAJO
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;8467;CONSULTA DE PODOLOGÍA JORGE REDÓ;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;AVDA CASALDUCH 47 2º1ª
2021;46;VALENCIA;184;ONTINYENT;8470;TARSO;C.2.2;CONSULTAS DE OTROS PROFESIONALES SANITARIOS;20;PRIVADOS;PRI;PRIVADO;CALLE DEL DOS DE MAIG 54 BAJO
2021;3 ;ALICANTE;133;TORREVIEJA;8471;CENTRO MÉDICO PARQUE DE LAS NACIONES;C.2.4.0;CENTROS POLIVALENTES;20;PRIVADOS;PRI;PRIVADO;RONDA D. CESAR CANOVAS GIRADA  12 BJ-16
2021;46;VALENCIA;250;VALÈNCIA;8472;CLÍNICA DENTAL DR. GERMÁN GÓMEZ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;AVDA CORTS VALENCIANES, DE LES 39 E-2H
2021;46;VALENCIA;116;ELIANA (L');8473;LA SALETA MASÍA DEL PILAR;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE MARQUESES DEL TREMOLAR 10
2021;46;VALENCIA;120;ALBORACHE;8474;SERVICIOS SANITARIOS DEL CENTRO RESIDENCIAL SAVIA ALBORACHE;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;POLIG POLIGNO 15, PARAJE COLON S/N
2021;46;VALENCIA;250;VALÈNCIA;8475;CLÍNICA DENTAL DR. ANTONIO MÍNGUEZ;C.2.5.1;CLÍNICAS DENTALES;20;PRIVADOS;PRI;PRIVADO;CALLE TURIA  34 BAJO
2021;12;CASTELLÓN;400;CASTELLÓ DE LA PLANA;8476;SERVICIOS SANITARIOS DE LA RESIDENCIA PARA PERSONAS MAYORES DEPENDIENTES SAVIA CASTALIA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;AVDA BENICASIM  35
2021;46;VALENCIA;147;LLIRIA;8477;SERVICIOS SANITARIOS DEL CENTRO RESIDENCIAL SAVIA LLÍRIA;C.3;SERVICIOS SANITARIOS INTEGRADOS EN UNA ORGANIZACIÓN NO SANITARIA;20;PRIVADOS;PRI;PRIVADO;CALLE PARTIDA DE CHERROLL S/N
2021;46;VALENCIA;244;TORRENT;8478;CENTRO SANITARIO DE INSPECCIÓN S.S. DEPARTAMENTO DE SALUD HOSPITAL GENERAL VALENCIA SECCIÓN-03;C.2.1;CONSULTAS MÉDICAS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;CALLE SANTOS PATRONOS 35
2021;46;VALENCIA;220;SAGUNTO/SAGUNT;8480;CENTRO SANITARIO INSPECCIÓN SS. DEPARTAMENTO SALUD SAGUNTO- SECCIÓN 01;C.2.1;CONSULTAS MÉDICAS;2;SERVICIOS O INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;PUB;PÚBLICO;AVDA HISPANIDAD S/N
